"question","support","race_white","age","high.income","trump_approve","party","treat","weight"
"Immigration",0,0,34,0,5,"republican","control",1.03585348989446
"School_Guns",0,1,37,NA,3,"independent","control",1.03102779811548
"Tax_Increase",NA,1,68,0,2,"democrat","libtrump",1.09787937926157
"Tax_Increase",1,0,59,0,2,"democrat","control",0.932477655687472
"School_Guns",1,1,51,0,4,"independent","control",0.902947205427082
"Minimum_Wage",1,1,42,1,5,"democrat","libtrump",0.911588457146987
"Immigration",1,1,55,0,1,"democrat","control",0.929304842366716
"Minimum_Wage",NA,1,50,0,3,"republican","control",0.954193988731544
"Planned_Parenthood",1,1,42,1,1,"democrat","control",0.918156513828958
"Iran_Agreement",1,0,27,NA,4,"independent","libtrump",0.976313083789038
"School_Guns",1,1,64,0,1,"democrat","control",0.983113163750114
"Immigration",0,1,71,0,1,"independent","control",0.997301862490728
"Abortion",1,1,39,0,2,"independent","control",1.03483018020194
"Iran_Agreement",1,1,61,0,4,"republican","control",0.972580880412958
"Immigration",1,0,39,0,5,"democrat","control",1.01283929167945
"Minimum_Wage",1,0,39,0,1,"democrat","control",1.06930057299421
"Minimum_Wage",1,1,50,NA,1,"republican","control",1.06476636905423
"Abortion",1,1,59,0,4,"republican","control",0.943904847505711
"Guns_Background",NA,1,59,0,4,"independent","libtrump",1.02257893477492
"Immigration",1,1,32,0,1,"independent","control",0.923586120486714
"Tax_Increase",1,0,43,0,4,"independent","control",0.95585192206347
"Immigration",0,1,82,0,5,"republican","control",0.946924219830457
"Minimum_Wage",1,1,24,0,5,"republican","control",1.01206228564365
"School_Guns",1,1,61,0,1,"democrat","control",1.08067566971175
"Iran_Agreement",NA,0,25,NA,3,"independent","control",0.93467503182316
"Planned_Parenthood",0,1,24,0,NA,"independent","control",0.985348588804761
"Immigration",1,0,57,0,1,"democrat","libtrump",0.995869081535896
"Immigration",NA,0,53,0,1,"democrat","control",0.999405534026473
"Guns_Background",NA,1,27,0,5,"independent","control",1.03556042196075
"Abortion",1,1,27,0,1,"independent","libtrump",0.989455593866974
"Abortion",1,0,27,0,3,"independent","control",1.03334779775108
"Planned_Parenthood",0,1,76,0,3,"republican","control",1.01518102533363
"Immigration",1,1,50,1,3,"republican","control",0.997771793447321
"Minimum_Wage",1,1,59,1,1,"democrat","libtrump",1.10227347367973
"Minimum_Wage",1,1,44,0,5,"republican","control",1.07643482714264
"Minimum_Wage",1,1,62,1,1,"democrat","control",0.949572096259514
"Climate_Change",0,1,59,0,5,"republican","control",0.945539673317004
"Iran_Agreement",0,0,77,0,5,"republican","control",0.964550383945151
"School_Guns",NA,1,66,0,1,"democrat","control",1.08907606089636
"Iran_Agreement",0,0,64,1,5,"democrat","control",0.951434540382627
"Abortion",NA,1,61,1,5,"republican","control",0.94875860136044
"Iran_Agreement",NA,1,21,0,1,"democrat","control",0.941362975641584
"Immigration",1,1,50,0,1,"democrat","control",1.10368317915151
"Guns_Background",1,1,46,0,5,"republican","control",0.968469798338454
"Health_Care",1,1,58,0,4,"republican","control",1.09026728426321
"Climate_Change",NA,0,37,0,1,"democrat","control",0.961070813096111
"Guns_Background",1,0,31,0,2,"democrat","control",0.964326725438924
"Immigration",1,1,29,0,1,"democrat","control",1.00844406527893
"Guns_Background",1,1,30,0,2,"democrat","libtrump",0.947413247839478
"Planned_Parenthood",1,0,36,0,2,"democrat","control",0.914304161623097
"Tax_Increase",1,1,53,0,3,"democrat","libtrump",1.01839673450899
"Iran_Agreement",1,1,35,0,3,"republican","libtrump",1.02727232791022
"Health_Care",1,1,30,NA,3,"republican","control",0.952036269745101
"Planned_Parenthood",NA,1,23,NA,3,"independent","libtrump",1.05108601714964
"Planned_Parenthood",0,1,54,0,NA,"republican","control",0.955250944421009
"School_Guns",0,1,61,1,5,"republican","control",1.11315198426466
"Climate_Change",1,1,33,0,4,"democrat","control",0.986340613154101
"Climate_Change",1,1,22,1,1,"democrat","control",0.949096785403636
"Iran_Agreement",NA,1,37,NA,5,"republican","control",1.02465804735421
"Tax_Increase",1,0,59,0,1,"democrat","control",0.974685177088015
"Guns_Background",1,0,39,NA,5,"republican","libtrump",1.00248532482163
"Minimum_Wage",1,1,35,1,1,"democrat","control",1.00966690226122
"Immigration",1,1,57,0,4,"democrat","control",0.997971537008549
"Health_Care",1,1,68,0,2,"republican","control",0.989355929037918
"Abortion",1,1,64,1,1,"democrat","control",0.991982279067653
"Tax_Increase",1,0,60,1,1,"democrat","control",0.982208713975676
"Iran_Agreement",1,1,28,0,3,"independent","control",0.900945634354861
"Climate_Change",0,1,60,NA,4,"republican","control",0.954483988150611
"Planned_Parenthood",1,1,42,NA,1,"democrat","libtrump",0.951121348883564
"Health_Care",1,1,22,0,2,"independent","libtrump",1.03140413262247
"Minimum_Wage",0,1,69,0,5,"republican","control",0.926469030194164
"Abortion",1,0,60,0,5,"republican","control",1.03991206366616
"School_Guns",NA,1,27,0,NA,"republican","control",0.955730106866295
"Guns_Background",1,1,56,0,3,"republican","libtrump",0.973166689785869
"School_Guns",1,1,62,0,1,"democrat","control",1.09339412599392
"Climate_Change",1,0,39,0,1,"democrat","control",0.99488693687704
"School_Guns",1,0,33,0,NA,"independent","libtrump",0.992933817606857
"Planned_Parenthood",0,1,42,0,5,"republican","control",0.926874152427223
"Guns_Background",1,1,67,1,1,"democrat","control",0.963504061074838
"Immigration",1,1,22,1,1,"democrat","control",0.987551961710273
"School_Guns",0,1,40,0,NA,"independent","control",1.040460968008
"Climate_Change",1,1,76,0,3,"independent","control",0.951416056745319
"Planned_Parenthood",1,0,40,0,4,"democrat","control",1.00372614545666
"Minimum_Wage",0,1,61,0,4,"republican","control",0.967890005584447
"Minimum_Wage",NA,0,28,0,NA,"independent","control",1.0784860449374
"Tax_Increase",1,0,48,0,1,"democrat","control",0.993439079570569
"Guns_Background",NA,1,75,0,4,"republican","control",1.06268188330609
"Health_Care",1,1,42,1,1,"democrat","control",1.0253255788673
"Tax_Increase",1,1,68,0,5,"democrat","control",0.980517400610791
"Tax_Increase",0,1,29,1,4,"republican","control",0.9535574902871
"Health_Care",NA,1,52,0,1,"democrat","libtrump",1.05463456944701
"Iran_Agreement",1,0,58,1,3,"democrat","control",0.948406789573825
"Tax_Increase",NA,1,59,0,3,"republican","control",0.918940670058424
"Health_Care",1,1,45,0,2,"republican","control",0.940638677023781
"Planned_Parenthood",0,1,57,NA,3,"republican","control",0.996691678256966
"Planned_Parenthood",1,1,24,0,5,"democrat","libtrump",0.945204624179975
"Iran_Agreement",0,1,61,1,5,"republican","control",0.981511633767272
"Planned_Parenthood",0,1,78,0,4,"republican","control",1.01858466469023
"School_Guns",0,0,30,0,5,"republican","control",0.893017330390543
"School_Guns",NA,0,27,0,3,"independent","control",0.9978618668461
"Health_Care",0,0,22,0,4,"democrat","control",1.01339144091856
"Iran_Agreement",1,1,55,0,1,"democrat","control",0.94801945259525
"School_Guns",1,1,39,0,1,"democrat","control",0.960792970807091
"Iran_Agreement",0,1,74,1,5,"independent","control",1.0602116322867
"School_Guns",0,0,34,0,2,"democrat","control",1.01567121595391
"School_Guns",NA,0,63,0,2,"democrat","libtrump",0.989048277156299
"Tax_Increase",0,1,32,NA,5,"republican","libtrump",0.970178399879619
"Abortion",NA,0,60,0,4,"independent","libtrump",0.970673573523265
"Planned_Parenthood",1,1,67,1,1,"democrat","control",1.07990051900596
"School_Guns",NA,1,80,0,3,"independent","control",0.916304965910602
"School_Guns",1,0,19,0,NA,"independent","control",1.02514273212735
"School_Guns",NA,0,53,0,1,"democrat","control",0.884875461108137
"Tax_Increase",1,0,49,NA,1,"democrat","control",0.925954936046451
"Iran_Agreement",NA,1,79,NA,5,"republican","libtrump",1.01066607936842
"Climate_Change",1,1,60,0,1,"democrat","control",1.00887899610707
"Health_Care",1,0,36,0,2,"independent","control",0.993818154697754
"Abortion",1,1,43,0,5,"independent","control",0.951621529403155
"Minimum_Wage",1,0,36,0,2,"democrat","control",1.00258658936838
"Guns_Background",1,1,45,0,2,"republican","control",1.06519028547728
"Iran_Agreement",1,0,25,0,2,"independent","control",1.0101370075107
"Immigration",0,1,74,1,5,"republican","control",0.994669624954107
"Tax_Increase",1,1,46,0,5,"republican","control",1.00429086338411
"Climate_Change",1,1,69,0,1,"democrat","control",0.939790158958613
"School_Guns",0,1,32,0,NA,"republican","control",1.01988170806577
"Iran_Agreement",1,1,29,NA,1,"democrat","control",0.933748353977841
"Health_Care",NA,0,34,NA,1,"democrat","control",1.02822762549675
"Minimum_Wage",1,0,37,0,1,"democrat","libtrump",0.920891733306111
"Tax_Increase",0,0,22,0,4,"democrat","control",1.08516518195496
"Planned_Parenthood",1,1,31,0,1,"democrat","control",0.987892260211458
"Health_Care",0,1,38,1,4,"republican","control",0.933450304942026
"Iran_Agreement",NA,1,68,0,2,"democrat","libtrump",0.950126391155876
"Health_Care",1,0,30,0,1,"democrat","libtrump",1.014319527144
"Health_Care",NA,1,51,0,2,"democrat","control",1.02550555707948
"Climate_Change",1,1,27,0,1,"independent","control",1.00687003127722
"Guns_Background",1,1,28,0,4,"independent","control",1.03754639911712
"Climate_Change",1,1,68,0,2,"democrat","libtrump",1.10681087920707
"Health_Care",1,0,33,0,3,"republican","control",1.03509061779055
"Health_Care",1,1,29,0,1,"independent","libtrump",1.05031257148105
"Iran_Agreement",NA,1,34,0,1,"democrat","control",1.00327766343054
"School_Guns",0,1,29,1,4,"republican","control",0.960002975700323
"Planned_Parenthood",0,1,43,0,2,"republican","control",1.05297876479547
"Immigration",0,1,47,0,3,"independent","libtrump",0.939507444675322
"Iran_Agreement",0,0,31,0,1,"independent","control",0.981051603341832
"Health_Care",1,1,41,0,5,"republican","libtrump",0.987178428752778
"Climate_Change",1,1,42,1,2,"democrat","control",0.901101095604576
"Guns_Background",1,1,29,1,4,"republican","control",1.08565355584593
"Iran_Agreement",1,1,57,1,1,"democrat","control",1.07555472984773
"Immigration",NA,1,80,NA,1,"democrat","control",1.11784608289542
"Immigration",NA,1,38,NA,1,"republican","control",0.991001284870838
"Climate_Change",NA,0,22,0,1,"democrat","control",0.953820700497286
"Climate_Change",1,1,34,0,4,"democrat","libtrump",0.949794977122906
"Iran_Agreement",1,1,52,NA,4,"republican","libtrump",1.12123311908834
"Immigration",1,1,51,0,4,"republican","control",1.0941052450213
"Abortion",NA,1,62,0,4,"republican","libtrump",1.00191164564202
"Guns_Background",1,1,75,0,5,"republican","control",0.88996131510064
"Minimum_Wage",1,1,62,0,1,"democrat","libtrump",0.988804157384744
"Minimum_Wage",1,1,27,NA,1,"democrat","control",0.943433336539247
"School_Guns",1,1,81,NA,4,"republican","libtrump",0.995105818526141
"Tax_Increase",1,1,64,1,1,"independent","control",1.09579439457848
"Planned_Parenthood",NA,1,32,0,1,"independent","control",0.98145210554447
"Immigration",NA,1,60,0,3,"independent","libtrump",0.934182039422298
"Planned_Parenthood",1,1,66,NA,1,"democrat","libtrump",0.995361166728563
"Climate_Change",1,1,38,0,5,"republican","control",1.05190008084238
"School_Guns",1,1,34,0,1,"democrat","control",0.982758609358565
"Health_Care",1,1,59,NA,1,"democrat","control",1.04708051660824
"Tax_Increase",0,1,47,0,3,"independent","libtrump",1.00982479791152
"Guns_Background",1,0,34,0,1,"democrat","control",1.01753237983902
"Planned_Parenthood",0,1,21,NA,2,"republican","libtrump",1.0129438851555
"Minimum_Wage",1,1,34,0,1,"republican","control",1.02290171692958
"Planned_Parenthood",1,0,63,0,2,"democrat","libtrump",1.03802972870421
"Immigration",1,0,39,0,1,"democrat","control",1.0208107962602
"Guns_Background",1,1,29,NA,1,"democrat","control",1.00065763589375
"Guns_Background",NA,0,28,0,NA,"independent","control",1.04790613354195
"Climate_Change",1,1,50,0,1,"democrat","control",0.995553226890739
"Climate_Change",0,1,53,0,5,"republican","control",1.01094592557931
"Climate_Change",0,1,70,0,4,"republican","libtrump",0.920240742892875
"School_Guns",0,0,70,0,5,"independent","control",1.04135085425438
"Guns_Background",1,1,76,0,3,"independent","control",0.973279883547462
"Iran_Agreement",0,1,22,0,3,"democrat","control",0.986443743194591
"Planned_Parenthood",1,1,50,0,1,"democrat","control",1.02244385378424
"Guns_Background",1,1,21,1,1,"democrat","control",0.977160275506612
"Minimum_Wage",1,1,50,1,4,"independent","control",0.959578383552293
"Climate_Change",1,1,23,0,2,"independent","control",0.957559805710704
"Minimum_Wage",1,1,57,0,1,"democrat","libtrump",1.04809371101657
"Minimum_Wage",1,0,34,0,2,"democrat","control",0.938262640524694
"Health_Care",NA,0,34,NA,4,"independent","control",1.03070295806128
"Immigration",0,1,35,0,3,"republican","libtrump",1.06933476620649
"Immigration",0,0,45,NA,5,"republican","control",0.973248331456226
"Minimum_Wage",1,1,60,1,1,"democrat","control",1.00423181338558
"Health_Care",1,1,60,NA,1,"democrat","libtrump",1.01344778792001
"Minimum_Wage",1,0,53,0,1,"democrat","control",0.968287032145646
"School_Guns",0,1,76,0,3,"independent","control",0.992862793954326
"Minimum_Wage",1,1,22,NA,1,"democrat","control",1.0389249885623
"Iran_Agreement",0,1,55,0,4,"independent","libtrump",0.863076552385489
"Abortion",1,1,28,0,1,"democrat","control",1.00429595123396
"Tax_Increase",1,1,62,0,3,"republican","control",0.960403121473484
"Climate_Change",NA,0,38,0,3,"republican","control",0.960958844188748
"Abortion",NA,0,77,0,5,"republican","control",1.00034324924638
"Climate_Change",1,1,62,1,1,"democrat","control",1.08568015378939
"Guns_Background",1,1,27,0,1,"independent","libtrump",1.00599353252474
"Minimum_Wage",1,1,31,0,NA,"independent","control",1.04578933315231
"Tax_Increase",1,1,20,0,5,"republican","libtrump",1.03602034975376
"Climate_Change",0,0,69,NA,5,"republican","control",0.989867194140964
"Planned_Parenthood",0,1,71,0,1,"republican","control",1.04646642171357
"School_Guns",0,1,23,0,2,"independent","control",1.01118346846117
"Immigration",0,1,56,0,4,"republican","control",0.960371163343821
"School_Guns",NA,1,72,0,4,"republican","control",1.01386684905924
"Guns_Background",1,0,37,0,1,"democrat","libtrump",1.09878770742737
"School_Guns",1,1,33,0,1,"independent","libtrump",0.988896344814802
"Immigration",NA,1,42,1,5,"republican","control",1.01263120653328
"Climate_Change",1,1,72,0,4,"republican","control",0.894697885555742
"Planned_Parenthood",0,1,61,NA,4,"republican","control",1.05553587268992
"Iran_Agreement",1,0,25,1,1,"democrat","control",1.0226522668381
"Minimum_Wage",1,1,72,0,5,"republican","control",0.957875843044105
"School_Guns",NA,0,28,0,NA,"independent","control",1.07219357834931
"Planned_Parenthood",1,1,31,0,2,"independent","libtrump",1.00140611042339
"Tax_Increase",1,1,33,0,1,"democrat","control",1.02641540615041
"Immigration",1,0,25,0,4,"democrat","control",1.05231583017512
"Tax_Increase",0,1,51,0,NA,"republican","control",1.00119304627024
"Tax_Increase",NA,1,26,0,2,"democrat","control",0.906630353104719
"Tax_Increase",1,0,60,0,4,"independent","libtrump",1.05096571404381
"Immigration",1,1,36,0,2,"independent","control",1.07312801740816
"Planned_Parenthood",NA,1,60,0,5,"republican","control",1.01595989914944
"Abortion",1,1,24,0,1,"democrat","control",1.01801158031761
"School_Guns",NA,0,39,0,NA,"independent","control",1.0205188301859
"Climate_Change",0,0,43,0,2,"democrat","libtrump",1.03381583379638
"Minimum_Wage",0,1,76,0,3,"republican","control",0.949151802900422
"Minimum_Wage",0,0,34,NA,4,"independent","control",1.03038045834049
"School_Guns",NA,1,71,0,1,"democrat","control",1.00947733206857
"Abortion",1,1,29,0,1,"democrat","control",1.01514175264033
"Tax_Increase",1,0,49,1,1,"democrat","control",1.0336268373536
"Abortion",NA,1,27,1,4,"democrat","control",0.982773157478038
"Climate_Change",1,1,52,0,1,"democrat","control",1.13716943729385
"Abortion",NA,1,52,NA,4,"republican","libtrump",0.969111360724856
"Tax_Increase",1,0,60,0,5,"republican","control",1.10271162496037
"Immigration",0,1,60,0,2,"democrat","control",0.973484048367751
"Health_Care",0,1,54,0,5,"republican","control",1.04588208276509
"Minimum_Wage",NA,1,41,0,4,"republican","control",0.992794732382972
"Immigration",1,1,33,0,1,"democrat","control",1.00289010489422
"Abortion",1,0,30,0,5,"republican","control",0.915237963152213
"Abortion",1,0,19,NA,1,"democrat","control",0.991582425426815
"Climate_Change",0,1,59,0,3,"republican","control",1.03623952791365
"Health_Care",0,1,42,0,5,"republican","control",1.0290401644498
"Planned_Parenthood",1,1,34,0,4,"democrat","libtrump",0.966455084424907
"Immigration",0,1,52,1,4,"republican","libtrump",0.972387043509148
"School_Guns",1,1,63,NA,1,"democrat","libtrump",0.973850120976657
"Guns_Background",1,1,61,0,4,"republican","control",0.928315709300049
"Guns_Background",1,0,25,1,1,"democrat","control",1.03494002372994
"Minimum_Wage",1,1,55,0,1,"democrat","control",0.993391410218887
"Tax_Increase",1,1,64,1,1,"democrat","control",1.05828548333958
"Iran_Agreement",1,1,63,0,1,"democrat","control",0.993238542917191
"Iran_Agreement",1,1,50,1,1,"democrat","control",0.985955451286381
"Minimum_Wage",1,0,34,NA,1,"democrat","control",1.0147424834168
"Abortion",NA,1,46,0,5,"republican","control",1.0634196452472
"Health_Care",0,0,58,1,5,"republican","control",1.03603558516058
"Climate_Change",0,1,50,1,3,"republican","control",0.973292569753463
"Abortion",1,1,51,0,2,"democrat","control",0.976500483567949
"Immigration",0,1,63,0,5,"republican","control",1.044503177536
